student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
3522,54.0,256,0.1,1,0,0,0.0,0
3523,0.0,256,13.5,1,0,0,0.0,0
3524,47.0,256,0.2,1,0,0,0.0,0
3525,71.0,256,14.6,2,0,0,0.0,0
3526,112.0,256,0.6,1,0,0,0.0,0
3527,157.0,0,6.6,1,0,0,0.0,1
3528,71.0,256,21.1,1,0,0,0.0,0
3529,20.0,256,10.4,1,0,0,0.0,0
3531,157.0,256,17.8,1,0,0,0.0,0
3532,32.0,256,2.9,1,0,0,0.0,0
3533,134.0,256,0.5,1,0,0,0.0,0
3534,27.0,256,24.8,2,0,0,0.0,0
3535,157.0,256,1.8,1,0,0,0.0,0
3536,112.0,256,24.4,1,0,0,0.0,0
3537,54.0,256,9.4,1,0,0,0.0,0
3538,127.0,256,0.1,1,0,0,0.0,0
3539,74.0,256,1.7,1,0,0,0.0,0
3540,21.0,255,0.3,1,0,0,0.0,0
3541,157.0,255,0.9,1,0,0,0.0,0
3542,71.0,255,58.3,1,0,0,0.0,0
3544,157.0,0,26.2,1,0,0,0.0,1
3545,79.0,255,0.2,1,0,0,0.0,0
3546,137.0,255,31.4,1,0,0,0.0,0
3547,134.0,255,1.1,1,0,0,0.0,0
3548,71.0,255,2.1,1,0,0,0.0,0
3549,48.0,255,2.6,1,0,0,0.0,0
3550,96.0,255,32.3,1,0,0,0.0,0
3551,79.0,255,33.5,1,0,0,0.0,0
3552,48.0,255,8.1,1,0,0,0.0,0
3553,9.0,255,1.6,2,0,0,0.0,0
3554,123.0,255,3.9,1,0,0,0.0,0
3555,33.0,255,2.7,1,0,0,0.0,0
3556,71.0,255,0.3,1,0,0,0.0,0
3557,52.0,255,56.4,1,0,0,0.0,0
3558,71.0,255,1.5,1,0,0,0.0,0
3559,122.0,255,12.0,1,0,0,0.0,0
3560,68.0,0,5.7,1,0,0,0.0,1
3561,162.0,255,32.1,1,0,0,0.0,0
3562,112.0,255,127.5,2,0,0,0.0,0
3563,71.0,255,0.2,1,0,0,0.0,0
3564,27.0,0,11.5,1,0,0,0.0,1
3565,71.0,255,0.5,1,0,0,0.0,0
3566,157.0,255,62.3,2,0,0,0.0,0
3567,77.0,255,0.4,1,0,0,0.0,0
3568,47.0,0,7.6,1,0,0,0.0,1
3569,68.0,255,18.8,1,0,0,0.0,0
3570,157.0,255,20.1,1,0,0,0.0,0
3571,157.0,2,95.5,2,0,0,0.0,1
3572,69.0,255,8.9,1,0,0,0.0,0
3573,12.0,255,0.3,1,0,0,0.0,0
3574,157.0,255,50.0,1,0,0,0.0,0
3575,49.0,255,6.6,1,0,0,0.0,0
3576,71.0,255,39.0,1,0,0,0.0,0
3577,112.0,255,1.9,1,0,0,0.0,0
3578,157.0,255,92.8,1,0,0,0.0,0
3579,157.0,2,221.6,1,0,0,0.0,1
3580,135.0,255,7.4,1,0,0,0.0,0
3581,150.0,255,7.1,1,0,0,0.0,0
3582,45.0,0,0.5,1,0,0,0.0,1
3583,157.0,255,10.5,1,0,0,0.0,0
3584,71.0,255,0.2,1,0,0,0.0,0
3585,120.0,255,57.4,1,0,0,0.0,0
3586,47.0,255,7.3,1,0,0,0.0,0
3587,157.0,0,1.1,1,0,0,0.0,1
3588,52.0,255,0.6,1,0,0,0.0,0
3589,157.0,255,6.6,1,0,0,0.0,0
3590,47.0,254,36.2,1,0,0,0.0,0
3591,47.0,254,3.5,1,0,0,0.0,0
3592,157.0,254,17.6,1,0,0,0.0,0
3593,157.0,254,0.1,1,0,0,0.0,0
3594,32.0,50,45.1,2,0,0,0.0,1
3595,71.0,254,13.4,1,0,0,0.0,0
3596,27.0,254,0.6,1,0,0,0.0,0
3597,71.0,254,0.4,1,0,0,0.0,0
3598,71.0,254,50.0,2,0,0,0.0,0
3599,7.0,254,43.8,1,0,0,0.0,0
3600,157.0,254,12.5,2,0,0,0.0,0
3601,68.0,254,46.9,1,0,0,0.0,0
3602,70.0,254,8.0,1,0,0,0.0,0
3603,124.0,254,2.4,1,0,0,0.0,0
3604,79.0,254,21.2,1,0,0,0.0,0
3605,71.0,254,0.3,1,0,0,0.0,0
3606,116.0,254,23.1,1,0,0,0.0,0
3607,157.0,254,6.9,1,0,0,0.0,0
3608,151.0,254,5.6,1,0,0,0.0,0
3609,157.0,254,20.8,1,0,0,0.0,0
3610,54.0,254,3.3,1,0,0,0.0,0
3611,47.0,254,0.4,1,0,0,0.0,0
3612,137.0,0,37.5,1,0,0,0.0,1
3613,157.0,254,9.0,1,0,0,0.0,0
3614,148.0,254,26.6,1,0,0,0.0,0
3615,38.0,254,24.1,1,0,0,0.0,0
3616,135.0,1,9.4,2,0,0,0.0,1
3617,68.0,254,1.6,1,0,0,0.0,0
3618,137.0,254,45.4,1,0,0,0.0,0
3619,152.0,254,0.2,1,0,0,0.0,0
3620,71.0,254,0.8,1,0,0,0.0,0
3621,71.0,3,26.9,2,0,0,0.0,1
3622,57.0,254,34.6,1,0,0,0.0,0
3623,109.0,254,20.7,1,0,0,0.0,0
3624,54.0,254,8.1,1,0,0,0.0,0
3625,57.0,254,25.6,1,0,0,0.0,0
3626,112.0,254,7.2,1,0,0,0.0,0
3627,71.0,254,87.8,1,0,0,0.0,0
3628,71.0,254,112.9,1,0,0,0.0,0
3629,124.0,0,6.7,1,0,0,0.0,1
3630,27.0,0,2.5,1,0,0,0.0,1
3631,150.0,254,7.1,1,0,0,0.0,0
3632,39.0,254,0.1,1,0,0,0.0,0
3633,77.0,0,2.6,1,0,0,0.0,1
3634,114.0,0,46.5,1,0,0,0.0,1
3635,54.0,254,103.5,2,0,0,0.0,0
3636,151.0,254,8.2,1,0,0,0.0,0
3637,148.0,0,10.5,1,0,0,0.0,1
3638,112.0,253,44.5,1,0,0,0.0,0
3639,71.0,253,1.3,1,0,0,0.0,0
3640,157.0,253,2.2,1,0,0,0.0,0
3641,35.0,253,6.3,1,0,0,0.0,0
3642,83.0,253,1.9,1,0,0,0.0,0
3643,71.0,253,5.5,1,0,0,0.0,0
3644,157.0,253,6.0,1,0,0,0.0,0
3645,122.0,253,60.6,1,0,0,0.0,0
3646,71.0,253,6.7,1,0,0,0.0,0
3647,129.0,253,8.2,1,0,0,0.0,0
3648,71.0,253,0.4,1,0,0,0.0,0
3649,71.0,253,11.3,1,0,0,0.0,0
3650,60.0,253,46.6,1,0,0,0.0,0
3651,157.0,253,22.9,2,0,0,0.0,0
3652,151.0,253,3.5,1,0,0,0.0,0
3653,15.0,253,11.7,1,0,0,0.0,0
3654,68.0,253,50.7,1,0,0,0.0,0
3655,44.0,253,17.9,1,0,0,0.0,0
3657,79.0,253,14.3,2,0,0,0.0,0
3658,71.0,253,8.0,1,0,0,0.0,0
3659,134.0,253,4.5,1,0,0,0.0,0
3660,63.0,253,0.2,1,0,0,0.0,0
3661,52.0,253,0.4,1,0,0,0.0,0
3662,136.0,253,18.7,1,0,0,0.0,0
3663,166.0,253,0.5,1,0,0,0.0,0
3664,47.0,253,1.0,1,0,0,0.0,0
3665,120.0,253,56.3,1,0,0,0.0,0
3666,157.0,253,1.3,1,0,0,0.0,0
3667,166.0,253,7.6,2,0,0,0.0,0
3668,0.0,253,7.6,1,0,0,0.0,0
3669,71.0,253,18.1,1,0,0,0.0,0
3670,54.0,253,7.6,1,0,0,0.0,0
3672,71.0,253,1.0,1,0,0,0.0,0
3673,52.0,253,3.5,1,0,0,0.0,0
3674,159.0,253,51.2,1,0,0,0.0,0
3675,71.0,253,12.1,1,0,0,0.0,0
3676,47.0,253,0.6,1,0,0,0.0,0
3677,54.0,1,47.4,1,0,0,0.0,1
3678,39.0,253,2.3,1,0,0,0.0,0
3679,79.0,253,0.4,1,0,0,0.0,0
3680,71.0,253,2.4,1,0,0,0.0,0
3681,71.0,253,8.8,1,0,0,0.0,0
3682,71.0,253,6.5,1,0,0,0.0,0
3683,157.0,253,33.6,1,0,0,0.0,0
3684,157.0,253,172.2,2,0,0,0.0,0
3685,27.0,253,5.5,1,0,0,0.0,0
3686,151.0,253,1.7,1,0,0,0.0,0
3687,27.0,3,92.9,1,0,0,0.0,1
3688,157.0,253,2.8,1,0,0,0.0,0
3689,157.0,253,30.0,1,0,0,0.0,0
3690,47.0,253,46.8,1,0,0,0.0,0
3691,27.0,253,17.3,1,0,0,0.0,0
3692,157.0,252,46.7,1,0,0,0.0,0
3693,21.0,252,23.5,1,0,0,0.0,0
3694,54.0,252,22.3,1,0,0,0.0,0
3695,71.0,252,0.4,1,0,0,0.0,0
3696,157.0,252,33.4,1,0,0,0.0,0
3697,79.0,252,50.5,2,0,0,0.0,0
3698,71.0,252,5.5,1,0,0,0.0,0
3699,3.0,252,5.8,1,0,0,0.0,0
3700,68.0,252,79.3,2,0,0,0.0,0
3701,71.0,252,77.5,1,0,0,0.0,0
3702,83.0,252,0.7,1,0,0,0.0,0
3703,71.0,252,16.3,1,0,0,0.0,0
3704,112.0,252,45.1,1,0,0,0.0,0
3705,166.0,252,44.5,1,0,0,0.0,0
3706,56.0,252,1.1,1,0,0,0.0,0
3707,71.0,252,42.8,1,0,0,0.0,0
3708,71.0,252,0.1,1,0,0,0.0,0
3709,71.0,252,0.1,1,0,0,0.0,0
3710,71.0,252,4.5,1,0,0,0.0,0
3711,53.0,252,3.8,1,0,0,0.0,0
3712,56.0,252,33.8,2,0,0,0.0,0
3713,87.0,252,7.5,1,0,0,0.0,0
3714,112.0,6,6.6,1,0,0,0.0,1
3715,166.0,252,226.3,1,0,0,0.0,0
3716,166.0,252,2.7,1,0,0,0.0,0
3717,157.0,252,0.7,1,0,0,0.0,0
3718,157.0,2,119.2,1,0,0,0.0,1
3719,5.0,252,74.5,1,0,0,0.0,0
3720,35.0,252,19.0,1,0,0,0.0,0
3721,47.0,252,11.9,1,0,0,0.0,0
3722,54.0,83,62.6,1,0,0,0.0,1
3724,44.0,252,0.1,1,0,0,0.0,0
3725,157.0,251,1.2,1,0,0,0.0,0
3726,120.0,251,0.2,1,0,0,0.0,0
3727,157.0,251,35.4,1,0,0,0.0,0
3728,162.0,251,0.2,1,0,0,0.0,0
3729,157.0,0,7.0,1,0,0,0.0,1
3730,68.0,251,0.1,1,0,0,0.0,0
3731,71.0,251,34.9,1,0,0,0.0,0
3732,137.0,251,47.0,1,0,0,0.0,0
3733,71.0,251,1.4,1,0,0,0.0,0
3734,71.0,251,0.2,1,0,0,0.0,0
3735,157.0,251,1.5,1,0,0,0.0,0
3736,112.0,251,0.2,1,0,0,0.0,0
3737,148.0,251,1.2,1,0,0,0.0,0
3738,156.0,251,46.7,1,0,0,0.0,0
3739,134.0,251,0.3,1,0,0,0.0,0
3740,123.0,251,8.8,1,0,0,0.0,0
3741,162.0,251,1.4,1,0,0,0.0,0
3742,71.0,251,0.2,1,0,0,0.0,0
3743,128.0,251,3.9,1,0,0,0.0,0
3744,71.0,251,30.2,1,0,0,0.0,0
3745,94.0,251,130.4,1,0,0,0.0,0
3746,148.0,251,18.4,1,0,0,0.0,0
3747,71.0,251,3.3,1,0,0,0.0,0
3748,112.0,251,0.2,1,0,0,0.0,0
3749,47.0,251,7.0,1,0,0,0.0,0
3750,157.0,4,18.4,1,0,0,0.0,1
3751,157.0,2,121.6,1,0,0,0.0,1
3752,48.0,251,66.5,1,0,0,0.0,0
3753,150.0,251,1.5,1,0,0,0.0,0
3754,47.0,251,0.5,2,0,0,0.0,0
3755,47.0,251,1.2,1,0,0,0.0,0
3756,48.0,251,21.4,2,0,0,0.0,0
3757,71.0,251,0.3,1,0,0,0.0,0
3758,157.0,251,0.1,1,0,0,0.0,0
3759,9.0,251,19.1,1,0,0,0.0,0
3760,132.0,251,2.7,1,0,0,0.0,0
3761,124.0,251,57.6,2,0,0,0.0,0
3762,54.0,251,0.1,1,0,0,0.0,0
3763,124.0,251,103.9,2,0,0,0.0,0
3764,15.0,251,0.9,1,0,0,0.0,0
3765,69.0,7,44.8,1,0,0,0.0,1
3766,71.0,251,1.0,1,0,0,0.0,0
3767,15.0,0,19.8,1,0,0,0.0,1
3768,74.0,251,8.6,1,0,0,0.0,0
3769,47.0,251,5.2,1,0,0,0.0,0
3770,27.0,251,0.5,1,0,0,0.0,0
3771,71.0,251,0.7,1,0,0,0.0,0
3772,151.0,250,0.1,1,0,0,0.0,0
3773,71.0,250,51.0,1,0,0,0.0,0
3774,157.0,250,5.0,1,0,0,0.0,0
3775,71.0,250,7.5,1,0,0,0.0,0
3776,157.0,250,2.1,1,0,0,0.0,0
3777,71.0,250,5.6,1,0,0,0.0,0
3778,71.0,250,40.7,1,0,0,0.0,0
3779,71.0,250,0.1,1,0,0,0.0,0
3780,71.0,250,0.7,1,0,0,0.0,0
3781,71.0,250,33.3,1,0,0,0.0,0
3782,71.0,250,5.0,1,0,0,0.0,0
3783,71.0,250,0.4,1,0,0,0.0,0
3784,47.0,250,0.6,1,0,0,0.0,0
3785,47.0,250,1.9,1,0,0,0.0,0
3786,47.0,250,1.7,1,0,0,0.0,0
3787,71.0,250,0.6,1,0,0,0.0,0
3788,122.0,250,6.0,1,0,0,0.0,0
3789,150.0,250,26.7,1,0,0,0.0,0
3790,54.0,250,0.5,1,0,0,0.0,0
3792,71.0,250,29.4,1,0,0,0.0,0
3793,71.0,250,45.7,1,0,0,0.0,0
3794,71.0,250,6.6,1,0,0,0.0,0
3795,86.0,250,2.6,1,0,0,0.0,0
3796,94.0,250,1.2,1,0,0,0.0,0
3797,68.0,250,4.1,2,0,0,0.0,0
3798,44.0,250,2.5,1,0,0,0.0,0
3799,45.0,250,8.6,1,0,0,0.0,0
3800,71.0,106,3.2,2,0,0,0.0,1
3801,39.0,250,3.9,1,0,0,0.0,0
3802,71.0,250,0.6,1,0,0,0.0,0
3803,157.0,250,0.1,1,0,0,0.0,0
3804,112.0,250,57.5,1,0,0,0.0,0
3805,112.0,250,31.9,1,0,0,0.0,0
3806,134.0,250,16.0,1,0,0,0.0,0
3807,157.0,250,37.6,1,0,0,0.0,0
3808,157.0,0,10.6,1,0,0,0.0,1
3809,27.0,250,8.3,1,0,0,0.0,0
3810,27.0,249,30.3,1,0,0,0.0,0
3811,157.0,2,67.3,2,0,0,0.0,1
3812,137.0,0,74.3,1,0,0,0.0,1
3813,157.0,1,44.5,1,0,0,0.0,1
3814,7.0,249,72.8,2,0,0,0.0,0
3815,157.0,0,13.0,1,0,0,0.0,1
3816,48.0,249,23.9,2,0,0,0.0,0
3817,123.0,249,3.9,1,0,0,0.0,0
3818,35.0,249,6.5,1,0,0,0.0,0
3819,7.0,249,1.8,1,0,0,0.0,0
3820,157.0,249,3.9,1,0,0,0.0,0
3821,71.0,249,96.1,1,0,0,0.0,0
3823,27.0,7,47.5,1,0,0,0.0,1
3824,157.0,249,15.6,1,0,0,0.0,0
3825,112.0,249,35.3,1,0,0,0.0,0
3826,88.0,249,36.9,1,0,0,0.0,0
3827,47.0,249,54.6,1,0,0,0.0,0
3828,71.0,249,0.4,1,0,0,0.0,0
3829,71.0,249,5.2,1,0,0,0.0,0
3830,115.0,249,59.1,1,0,0,0.0,0
3832,40.0,249,18.9,2,0,0,0.0,0
3833,71.0,249,40.2,1,0,0,0.0,0
3834,68.0,249,18.4,1,0,0,0.0,0
3835,74.0,249,76.5,2,0,0,0.0,0
3836,47.0,27,78.7,1,0,0,0.0,1
3837,63.0,249,0.7,1,0,0,0.0,0
3838,157.0,249,52.6,1,0,0,0.0,0
3839,87.0,249,0.2,1,0,0,0.0,0
3840,68.0,249,10.7,1,0,0,0.0,0
3841,137.0,0,7.0,1,0,0,0.0,1
3842,71.0,2,12.8,1,0,0,0.0,1
3843,68.0,249,0.6,1,0,0,0.0,0
3844,71.0,249,141.2,2,0,0,0.0,0
3845,71.0,249,0.2,1,0,0,0.0,0
3846,71.0,249,2.1,1,0,0,0.0,0
3847,15.0,249,0.9,1,0,0,0.0,0
3848,157.0,0,30.7,1,0,0,0.0,1
3850,114.0,249,12.7,1,0,0,0.0,0
3851,157.0,1,53.6,1,0,0,0.0,1
3852,71.0,249,1.4,1,0,0,0.0,0
3853,54.0,249,1.3,1,0,0,0.0,0
3854,47.0,249,0.2,1,0,0,0.0,0
3855,52.0,249,0.6,1,0,0,0.0,0
3856,157.0,0,62.5,1,0,0,0.0,1
3857,79.0,249,40.3,1,0,0,0.0,0
3858,9.0,249,73.7,1,0,0,0.0,0
3859,52.0,249,0.3,1,0,0,0.0,0
3860,157.0,249,3.5,1,0,0,0.0,0
3861,47.0,249,24.6,1,0,0,0.0,0
3862,5.0,249,0.1,1,0,0,0.0,0
3863,47.0,249,0.5,1,0,0,0.0,0
3864,94.0,249,1.0,1,0,0,0.0,0
3865,7.0,248,4.7,1,0,0,0.0,0
3866,57.0,248,26.5,1,0,0,0.0,0
3867,71.0,248,64.8,1,0,0,0.0,0
3868,47.0,248,7.1,1,0,0,0.0,0
3869,157.0,248,52.9,1,0,0,0.0,0
3870,68.0,248,3.6,1,0,0,0.0,0
3871,157.0,248,10.3,1,0,0,0.0,0
3872,157.0,248,1.2,1,0,0,0.0,0
3873,71.0,248,0.3,1,0,0,0.0,0
3874,71.0,248,4.4,1,0,0,0.0,0
3875,71.0,248,34.2,1,0,0,0.0,0
3876,63.0,248,18.6,1,0,0,0.0,0
3877,68.0,248,5.6,1,0,0,0.0,0
3878,54.0,248,29.6,1,0,0,0.0,0
3879,71.0,248,7.3,1,0,0,0.0,0
3880,47.0,248,1.4,1,0,0,0.0,0
3881,71.0,248,60.9,1,0,0,0.0,0
3882,44.0,248,6.0,1,0,0,0.0,0
3883,71.0,248,0.2,1,0,0,0.0,0
3884,71.0,248,0.9,1,0,0,0.0,0
3885,44.0,248,0.2,1,0,0,0.0,0
3886,157.0,248,26.9,1,0,0,0.0,0
3887,77.0,248,3.7,1,0,0,0.0,0
3888,68.0,248,73.9,1,0,0,0.0,0
3889,71.0,248,3.9,1,0,0,0.0,0
3890,49.0,248,0.8,1,0,0,0.0,0
3891,71.0,248,0.3,1,0,0,0.0,0
3892,39.0,248,0.1,1,0,0,0.0,0
3893,71.0,248,23.5,2,0,0,0.0,0
3894,156.0,248,2.3,1,0,0,0.0,0
3895,71.0,248,1.3,1,0,0,0.0,0
3896,77.0,248,42.9,2,0,0,0.0,0
3897,71.0,248,45.7,1,0,0,0.0,0
3898,47.0,248,1.0,1,0,0,0.0,0
3899,47.0,248,0.9,1,0,0,0.0,0
3900,68.0,248,0.4,1,0,0,0.0,0
3901,151.0,3,8.5,2,0,0,0.0,1
3902,157.0,6,124.4,1,0,0,0.0,1
3903,71.0,248,20.3,1,0,0,0.0,0
3904,71.0,248,5.1,1,0,0,0.0,0
3905,71.0,248,3.0,1,0,0,0.0,0
3906,77.0,248,0.6,2,0,0,0.0,0
3907,157.0,248,24.4,2,0,0,0.0,0
3908,44.0,248,29.4,1,0,0,0.0,0
3909,27.0,12,0.1,1,0,0,0.0,1
3910,157.0,248,0.1,1,0,0,0.0,0
3911,132.0,248,4.4,1,0,0,0.0,0
3912,157.0,248,123.4,2,0,0,0.0,0
3913,52.0,248,30.6,1,0,0,0.0,0
3915,157.0,0,6.5,1,0,0,0.0,1
3916,108.0,248,45.2,1,0,0,0.0,0
3917,129.0,248,2.4,1,0,0,0.0,0
3918,166.0,248,45.9,1,0,0,0.0,0
3919,150.0,248,0.2,1,0,0,0.0,0
3920,151.0,248,15.5,1,0,0,0.0,0
3921,61.0,248,53.6,2,0,0,0.0,0
3922,21.0,1,66.5,1,0,0,0.0,1
3923,157.0,20,5.1,1,0,0,0.0,1
3924,71.0,247,1.8,1,0,0,0.0,0
3926,47.0,247,3.7,1,0,0,0.0,0
3927,68.0,247,60.7,1,0,0,0.0,0
3928,71.0,247,2.6,1,0,0,0.0,0
3929,39.0,247,43.1,1,0,0,0.0,0
3930,116.0,247,0.1,1,0,0,0.0,0
3931,63.0,247,69.4,1,0,0,0.0,0
3932,47.0,247,1.7,1,0,0,0.0,0
3933,71.0,247,3.3,1,0,0,0.0,0
3934,155.0,247,0.5,2,0,0,0.0,0
3935,56.0,247,24.2,2,0,0,0.0,0
3936,71.0,247,22.6,1,0,0,0.0,0
3937,71.0,247,47.6,1,0,0,0.0,0
3938,151.0,247,0.8,1,0,0,0.0,0
3939,79.0,247,9.5,1,0,0,0.0,0
3940,154.0,247,0.3,1,0,0,0.0,0
3941,0.0,247,3.0,1,0,0,0.0,0
3942,52.0,247,34.4,1,0,0,0.0,0
3943,71.0,247,5.1,1,0,0,0.0,0
3944,120.0,247,0.2,1,0,0,0.0,0
3945,127.0,247,6.6,2,0,0,0.0,0
3946,157.0,247,3.2,1,0,0,0.0,0
3947,79.0,247,24.4,1,0,0,0.0,0
3948,134.0,247,10.1,1,0,0,0.0,0
3950,134.0,247,10.3,1,0,0,0.0,0
3951,166.0,247,6.5,1,0,0,0.0,0
3952,71.0,247,3.4,1,0,0,0.0,0
3953,151.0,247,1.3,1,0,0,0.0,0
3954,71.0,247,2.2,1,0,0,0.0,0
3955,159.0,247,0.2,1,0,0,0.0,0
3956,157.0,0,59.4,1,0,0,0.0,1
3957,71.0,247,0.1,1,0,0,0.0,0
3958,12.0,247,1.8,2,0,0,0.0,0
3960,68.0,247,38.5,1,0,0,0.0,0
3961,71.0,247,46.0,2,0,0,0.0,0
3962,68.0,247,48.4,1,0,0,0.0,0
3963,71.0,247,0.4,1,0,0,0.0,0
3964,65.0,247,3.6,1,0,0,0.0,0
3965,157.0,0,18.7,1,0,0,0.0,1
3966,47.0,247,0.9,1,0,0,0.0,0
3967,47.0,247,45.3,1,0,0,0.0,0
3968,157.0,247,14.9,1,0,0,0.0,0
3969,83.0,247,1.8,1,0,0,0.0,0
3970,151.0,247,42.1,1,0,0,0.0,0
3971,157.0,0,19.7,1,0,0,0.0,1
3972,47.0,247,2.2,1,0,0,0.0,0
3973,79.0,247,12.8,1,0,0,0.0,0
3974,71.0,247,12.9,1,0,0,0.0,0
3975,157.0,1,143.2,1,0,0,0.0,1
3976,124.0,247,12.1,1,0,0,0.0,0
3977,157.0,1,30.8,1,0,0,0.0,1
3978,66.0,247,11.4,1,0,0,0.0,0
3979,127.0,247,0.2,1,0,0,0.0,0
3980,134.0,247,15.1,1,0,0,0.0,0
3981,47.0,247,0.4,2,0,0,0.0,0
3982,157.0,246,53.7,1,0,0,0.0,0
3983,71.0,246,19.1,1,0,0,0.0,0
3984,71.0,246,1.5,1,0,0,0.0,0
3985,71.0,246,0.2,1,0,0,0.0,0
3987,71.0,246,27.3,1,0,0,0.0,0
3988,134.0,246,0.7,1,0,0,0.0,0
3989,166.0,246,0.3,1,0,0,0.0,0
3990,9.0,246,57.1,1,0,0,0.0,0
3991,79.0,246,0.1,1,0,0,0.0,0
3992,137.0,246,1.4,1,0,0,0.0,0
3993,123.0,246,0.7,1,0,0,0.0,0
3994,81.0,246,1.9,1,0,0,0.0,0
3995,47.0,246,9.3,1,0,0,0.0,0
3996,71.0,246,0.5,1,0,0,0.0,0
3997,30.0,0,118.0,1,0,0,0.0,1
3998,38.0,22,101.7,1,0,0,0.0,1
3999,151.0,246,43.3,1,0,0,0.0,0
4000,71.0,246,20.2,1,0,0,0.0,0
4001,71.0,246,9.1,1,0,0,0.0,0
4002,131.0,246,0.5,1,0,0,0.0,0
4003,71.0,246,35.9,1,0,0,0.0,0
4004,56.0,246,97.1,1,0,0,0.0,0
4005,71.0,246,0.1,1,0,0,0.0,0
4006,157.0,246,4.1,1,0,0,0.0,0
4007,71.0,246,88.2,2,0,0,0.0,0
4008,71.0,246,1.2,1,0,0,0.0,0
4009,134.0,246,35.6,1,0,0,0.0,0
4011,157.0,91,155.2,2,0,0,0.0,1
4013,157.0,246,55.5,1,0,0,0.0,0
4014,48.0,246,6.6,1,0,0,0.0,0
4015,134.0,246,6.8,1,0,0,0.0,0
4016,54.0,246,11.4,1,0,0,0.0,0
4017,112.0,246,2.9,1,0,0,0.0,0
4018,157.0,246,6.6,1,0,0,0.0,0
4019,131.0,246,0.2,1,0,0,0.0,0
4020,157.0,246,2.4,1,0,0,0.0,0
4021,47.0,246,36.2,1,0,0,0.0,0
4024,157.0,0,44.1,1,0,0,0.0,1
4025,157.0,245,31.1,1,0,0,0.0,0
4026,108.0,245,7.5,1,0,0,0.0,0
4027,157.0,4,155.1,1,0,0,0.0,1
4028,71.0,245,4.4,1,0,0,0.0,0
4029,63.0,245,0.7,1,0,0,0.0,0
4030,71.0,245,1.4,1,0,0,0.0,0
4031,71.0,245,3.0,1,0,0,0.0,0
4032,71.0,245,0.5,1,0,0,0.0,0
4033,7.0,0,10.5,1,0,0,0.0,1
4034,157.0,32,113.2,1,0,0,0.0,1
4035,136.0,245,0.1,1,0,0,0.0,0
4036,94.0,245,8.9,2,0,0,0.0,0
4037,122.0,245,11.5,1,0,0,0.0,0
4038,54.0,0,97.1,1,0,0,0.0,1
4039,15.0,0,216.7,1,0,0,0.0,1
4040,47.0,245,78.3,1,0,0,0.0,0
4041,68.0,245,3.4,2,0,0,0.0,0
4042,39.0,245,11.1,1,0,0,0.0,0
4043,71.0,245,29.2,2,0,0,0.0,0
4044,60.0,245,46.0,1,0,0,0.0,0
4045,71.0,245,36.7,2,0,0,0.0,0
4046,21.0,245,12.1,1,0,0,0.0,0
4047,71.0,245,3.4,1,0,0,0.0,0
4048,71.0,245,0.8,2,0,0,0.0,0
4049,139.0,245,1.7,1,0,0,0.0,0
4050,5.0,245,47.8,1,0,0,0.0,0
4051,47.0,245,6.0,2,0,0,0.0,0
4052,52.0,245,1.7,1,0,0,0.0,0
4054,54.0,245,8.2,1,0,0,0.0,0
4055,166.0,245,13.8,1,0,0,0.0,0
4056,134.0,245,5.5,1,0,0,0.0,0
4057,71.0,245,0.3,1,0,0,0.0,0
4058,44.0,245,0.4,1,0,0,0.0,0
4059,166.0,245,9.4,1,0,0,0.0,0
4060,71.0,245,0.7,1,0,0,0.0,0
4061,158.0,245,33.9,1,0,0,0.0,0
4062,27.0,245,0.5,1,0,0,0.0,0
4063,71.0,245,125.5,2,0,0,0.0,0
4064,71.0,245,4.2,1,0,0,0.0,0
4065,157.0,245,40.2,1,0,0,0.0,0
4066,132.0,245,0.4,1,0,0,0.0,0
4067,71.0,245,4.0,1,0,0,0.0,0
4068,157.0,245,44.9,1,0,0,0.0,0
4069,157.0,245,55.1,2,0,0,0.0,0
4070,27.0,245,0.3,1,0,0,0.0,0
4071,47.0,245,0.2,1,0,0,0.0,0
4072,39.0,245,11.0,1,0,0,0.0,0
4073,71.0,245,4.0,1,0,0,0.0,0
4075,71.0,245,149.6,1,0,0,0.0,0
4076,71.0,245,0.1,1,0,0,0.0,0
4077,7.0,245,0.4,1,0,0,0.0,0
4078,71.0,245,0.1,1,0,0,0.0,0
4079,157.0,245,57.3,1,0,0,0.0,0
4080,166.0,245,44.9,1,0,0,0.0,0
4081,49.0,245,34.9,1,0,0,0.0,0
4082,54.0,245,1.3,1,0,0,0.0,0
4083,123.0,245,22.9,2,0,0,0.0,0
4084,108.0,245,0.2,1,0,0,0.0,0
4085,157.0,7,6.6,1,0,0,0.0,1
4086,137.0,245,38.3,1,0,0,0.0,0
4087,112.0,244,13.1,2,0,0,0.0,0
4088,157.0,244,28.4,1,0,0,0.0,0
4089,71.0,244,16.0,1,0,0,0.0,0
4090,157.0,244,1.1,1,0,0,0.0,0
4091,71.0,244,16.4,2,0,0,0.0,0
4092,148.0,244,1.5,1,0,0,0.0,0
4093,47.0,244,0.3,2,0,0,0.0,0
4094,27.0,244,1.4,1,0,0,0.0,0
4095,71.0,244,29.0,1,0,0,0.0,0
4096,157.0,244,2.5,1,0,0,0.0,0
4097,157.0,0,175.2,1,0,0,0.0,1
4098,157.0,244,3.8,1,0,0,0.0,0
